deployment_id,description,original_environment,environment,created_at,completed_at,is_production_environment,status,repo_id,creator_id
deploy-465,deployed from the build to prod 2022-06-30,build,prod,2022-06-30T14:26:37,2022-07-01T02:52:50,True,failed,repo-17,6
deploy-466,deployed from the UAT to QA 2022-09-12,UAT,QA,2022-09-12T00:15:49,2022-09-12T06:52:37,False,success,repo-4,94
deploy-467,deployed from the others to UAT 2022-10-23,others,UAT,2022-10-23T03:18:25,2022-10-24T16:45:27,False,failed,repo-9,64
deploy-468,deployed from the QA to others 2023-02-05,QA,others,2023-02-05T06:40:31,2023-02-08T06:15:33,False,failed,repo-6,68
deploy-469,deployed from the UAT to others 2023-07-16,UAT,others,2023-07-16T05:07:40,2023-07-17T07:03:52,False,failed,repo-29,36
deploy-470,deployed from the UAT to UAT 2023-03-13,UAT,UAT,2023-03-13T16:22:44,2023-03-15T01:03:03,False,failed,repo-30,27
deploy-471,deployed from the prod to prod 2022-10-28,prod,prod,2022-10-28T10:32:57,2022-10-31T02:09:24,True,failed,repo-30,3
deploy-472,deployed from the prod to prod 2023-03-26,prod,prod,2023-03-26T07:17:48,2023-03-28T06:56:19,True,failed,repo-15,31
deploy-473,deployed from the UAT to build 2022-07-12,UAT,build,2022-07-12T17:53:44,2022-07-14T01:16:30,False,failed,repo-32,35
deploy-474,deployed from the QA to UAT 2022-12-16,QA,UAT,2022-12-16T14:28:01,2022-12-17T21:43:23,False,success,repo-26,25
deploy-475,deployed from the QA to UAT 2022-12-30,QA,UAT,2022-12-30T15:52:21,2022-12-31T09:27:43,False,success,repo-5,41
deploy-476,deployed from the prod to prod 2022-08-12,prod,prod,2022-08-12T14:19:06,2022-08-14T13:11:55,True,success,repo-25,58
deploy-477,deployed from the others to QA 2022-12-29,others,QA,2022-12-29T14:12:11,2022-12-30T01:33:51,False,success,repo-7,16
deploy-478,deployed from the others to others 2023-06-19,others,others,2023-06-19T08:13:18,2023-06-20T21:13:42,False,success,repo-14,74
deploy-479,deployed from the others to build 2023-01-13,others,build,2023-01-13T03:00:38,2023-01-13T10:32:50,False,success,repo-23,89
deploy-480,deployed from the others to build 2023-07-18,others,build,2023-07-18T06:14:07,2023-07-19T18:17:32,False,failed,repo-24,7
deploy-481,deployed from the UAT to UAT 2022-09-16,UAT,UAT,2022-09-16T05:45:40,2022-09-18T19:15:44,False,failed,repo-24,38
deploy-482,deployed from the others to QA 2022-08-21,others,QA,2022-08-21T23:32:27,2022-08-22T09:36:45,False,failed,repo-19,38
deploy-483,deployed from the build to prod 2023-04-02,build,prod,2023-04-02T02:45:06,2023-04-03T04:23:40,True,success,repo-13,93
deploy-484,deployed from the others to prod 2023-07-02,others,prod,2023-07-02T12:49:44,2023-07-04T22:11:32,True,success,repo-3,9
deploy-485,deployed from the UAT to prod 2022-10-07,UAT,prod,2022-10-07T02:21:49,2022-10-07T21:04:53,True,failed,repo-14,94
deploy-486,deployed from the UAT to build 2023-06-15,UAT,build,2023-06-15T14:17:28,2023-06-16T03:47:29,False,success,repo-23,73
deploy-487,deployed from the prod to prod 2023-04-22,prod,prod,2023-04-22T18:39:09,2023-04-25T16:20:29,True,failed,repo-21,14
deploy-488,deployed from the others to prod 2022-09-14,others,prod,2022-09-14T23:48:17,2022-09-16T03:33:33,True,failed,repo-9,18
deploy-489,deployed from the build to QA 2022-10-01,build,QA,2022-10-01T02:36:31,2022-10-01T18:28:37,False,failed,repo-31,97
deploy-490,deployed from the others to prod 2023-05-02,others,prod,2023-05-02T17:24:38,2023-05-02T19:59:11,True,failed,repo-17,40
deploy-491,deployed from the build to UAT 2023-06-03,build,UAT,2023-06-03T12:36:24,2023-06-06T11:06:51,False,success,repo-5,8
deploy-492,deployed from the build to others 2023-04-02,build,others,2023-04-02T23:26:11,2023-04-03T17:09:30,False,failed,repo-27,21
deploy-493,deployed from the build to others 2023-04-06,build,others,2023-04-06T01:48:35,2023-04-08T22:27:58,False,success,repo-9,60
deploy-494,deployed from the others to UAT 2023-04-08,others,UAT,2023-04-08T11:47:19,2023-04-09T23:50:27,False,success,repo-5,27
deploy-495,deployed from the QA to UAT 2022-10-23,QA,UAT,2022-10-23T01:36:26,2022-10-23T08:10:27,False,success,repo-19,22
deploy-496,deployed from the others to QA 2023-05-09,others,QA,2023-05-09T04:51:22,2023-05-10T02:06:40,False,success,repo-15,71
deploy-497,deployed from the others to others 2023-03-21,others,others,2023-03-21T15:42:09,2023-03-23T09:53:53,False,success,repo-13,97
deploy-498,deployed from the others to QA 2023-05-21,others,QA,2023-05-21T18:25:57,2023-05-24T11:55:36,False,failed,repo-18,98
deploy-499,deployed from the others to build 2023-06-05,others,build,2023-06-05T12:21:45,2023-06-05T15:51:03,False,failed,repo-3,49
deploy-500,deployed from the UAT to prod 2022-07-26,UAT,prod,2022-07-26T21:10:25,2022-07-29T18:18:47,True,success,repo-33,40
deploy-501,deployed from the prod to prod 2023-03-18,prod,prod,2023-03-18T00:30:54,2023-03-18T14:30:39,True,success,repo-7,35
deploy-502,deployed from the QA to others 2022-10-03,QA,others,2022-10-03T12:55:57,2022-10-06T09:28:51,False,success,repo-34,30
deploy-503,deployed from the QA to QA 2023-02-02,QA,QA,2023-02-02T17:26:59,2023-02-02T17:42:47,False,failed,repo-30,65
deploy-504,deployed from the UAT to UAT 2022-07-07,UAT,UAT,2022-07-07T03:58:15,2022-07-09T23:35:08,False,success,repo-33,10
deploy-505,deployed from the QA to prod 2022-10-19,QA,prod,2022-10-19T16:57:15,2022-10-20T05:50:49,True,success,repo-14,81
deploy-506,deployed from the build to QA 2022-12-15,build,QA,2022-12-15T23:58:16,2022-12-18T17:26:21,False,failed,repo-13,2
deploy-507,deployed from the others to others 2023-02-06,others,others,2023-02-06T10:04:21,2023-02-08T21:20:32,False,success,repo-6,83
deploy-508,deployed from the prod to prod 2023-05-08,prod,prod,2023-05-08T23:45:11,2023-05-09T02:51:45,True,failed,repo-17,99
deploy-509,deployed from the others to UAT 2022-12-06,others,UAT,2022-12-06T04:35:46,2022-12-09T01:43:53,False,failed,repo-10,11
deploy-510,deployed from the QA to build 2023-04-18,QA,build,2023-04-18T01:29:10,2023-04-18T21:57:36,False,failed,repo-16,85
deploy-511,deployed from the others to others 2023-05-17,others,others,2023-05-17T15:30:16,2023-05-20T12:35:55,False,success,repo-17,32
deploy-512,deployed from the build to others 2023-03-24,build,others,2023-03-24T17:22:36,2023-03-27T03:18:17,False,success,repo-15,39
deploy-513,deployed from the build to others 2023-03-20,build,others,2023-03-20T15:33:01,2023-03-23T11:00:22,False,success,repo-24,74
deploy-514,deployed from the others to prod 2023-04-15,others,prod,2023-04-15T19:30:01,2023-04-17T17:09:00,True,failed,repo-8,1
deploy-515,deployed from the build to build 2023-04-19,build,build,2023-04-19T06:31:21,2023-04-21T11:02:17,False,failed,repo-24,30
deploy-516,deployed from the build to prod 2023-04-02,build,prod,2023-04-02T03:47:02,2023-04-02T12:26:34,True,success,repo-19,70
deploy-517,deployed from the prod to prod 2023-01-28,prod,prod,2023-01-28T04:13:52,2023-01-31T03:22:20,True,success,repo-22,52
deploy-518,deployed from the QA to others 2022-11-17,QA,others,2022-11-17T01:38:44,2022-11-19T00:55:28,False,failed,repo-20,92
deploy-519,deployed from the build to prod 2023-02-07,build,prod,2023-02-07T11:07:33,2023-02-10T01:08:24,True,failed,repo-29,72
deploy-520,deployed from the build to build 2023-07-07,build,build,2023-07-07T05:05:27,2023-07-07T11:55:51,False,success,repo-2,80
deploy-521,deployed from the others to others 2022-10-08,others,others,2022-10-08T16:41:28,2022-10-10T05:08:35,False,success,repo-28,92
deploy-522,deployed from the prod to prod 2023-01-16,prod,prod,2023-01-16T07:41:22,2023-01-17T13:19:07,True,success,repo-14,47
deploy-523,deployed from the UAT to QA 2023-07-15,UAT,QA,2023-07-15T04:45:03,2023-07-15T16:00:44,False,failed,repo-28,29
deploy-524,deployed from the QA to build 2022-12-11,QA,build,2022-12-11T11:45:02,2022-12-11T14:49:37,False,failed,repo-16,70
deploy-525,deployed from the QA to others 2022-08-09,QA,others,2022-08-09T13:55:58,2022-08-10T13:08:41,False,success,repo-33,18
deploy-526,deployed from the build to prod 2023-06-02,build,prod,2023-06-02T08:01:28,2023-06-05T06:10:52,True,failed,repo-5,31
deploy-527,deployed from the prod to prod 2023-01-15,prod,prod,2023-01-15T13:57:08,2023-01-18T07:30:33,True,success,repo-13,3
deploy-528,deployed from the build to QA 2023-03-11,build,QA,2023-03-11T14:34:43,2023-03-12T10:54:45,False,success,repo-12,8
deploy-529,deployed from the UAT to prod 2022-09-05,UAT,prod,2022-09-05T16:27:13,2022-09-05T23:43:59,True,failed,repo-33,71
deploy-530,deployed from the UAT to UAT 2022-10-25,UAT,UAT,2022-10-25T01:07:57,2022-10-25T22:53:43,False,success,repo-18,26
deploy-531,deployed from the QA to UAT 2023-01-22,QA,UAT,2023-01-22T00:04:44,2023-01-24T08:01:24,False,success,repo-20,76
deploy-532,deployed from the UAT to others 2023-02-10,UAT,others,2023-02-10T12:35:37,2023-02-12T19:43:30,False,success,repo-11,26
deploy-533,deployed from the others to others 2022-09-14,others,others,2022-09-14T20:42:28,2022-09-17T13:40:48,False,failed,repo-2,96
deploy-534,deployed from the prod to prod 2022-07-01,prod,prod,2022-07-01T03:49:41,2022-07-03T23:10:33,True,success,repo-7,47
deploy-535,deployed from the others to prod 2023-02-05,others,prod,2023-02-05T13:16:14,2023-02-07T02:21:16,True,success,repo-19,34
deploy-536,deployed from the others to QA 2022-10-30,others,QA,2022-10-30T07:42:58,2022-11-01T19:33:06,False,failed,repo-8,67
deploy-537,deployed from the QA to others 2023-06-24,QA,others,2023-06-24T10:12:12,2023-06-24T22:04:40,False,success,repo-7,44
deploy-538,deployed from the others to others 2022-10-14,others,others,2022-10-14T06:06:51,2022-10-16T05:04:21,False,failed,repo-30,94
deploy-539,deployed from the others to others 2023-04-07,others,others,2023-04-07T17:19:52,2023-04-10T14:01:22,False,failed,repo-16,41
deploy-540,deployed from the QA to prod 2022-09-29,QA,prod,2022-09-29T04:18:16,2022-09-30T23:54:31,True,success,repo-12,6
deploy-541,deployed from the build to prod 2023-06-01,build,prod,2023-06-01T12:28:23,2023-06-03T06:18:20,True,failed,repo-34,96
deploy-542,deployed from the prod to prod 2023-06-14,prod,prod,2023-06-14T15:15:36,2023-06-14T19:46:13,True,success,repo-5,36
deploy-543,deployed from the others to build 2022-07-25,others,build,2022-07-25T13:09:13,2022-07-25T23:35:19,False,failed,repo-5,96
deploy-544,deployed from the QA to build 2022-12-12,QA,build,2022-12-12T09:32:41,2022-12-15T09:22:33,False,success,repo-22,62
deploy-545,deployed from the build to build 2023-02-20,build,build,2023-02-20T11:30:42,2023-02-20T14:41:55,False,success,repo-5,76
deploy-546,deployed from the others to build 2022-12-14,others,build,2022-12-14T04:48:51,2022-12-17T00:16:12,False,success,repo-31,67
deploy-547,deployed from the UAT to others 2022-10-29,UAT,others,2022-10-29T05:57:40,2022-10-31T16:31:47,False,failed,repo-28,43
deploy-548,deployed from the QA to others 2023-01-08,QA,others,2023-01-08T18:59:20,2023-01-09T04:22:12,False,failed,repo-28,16
deploy-549,deployed from the prod to prod 2023-04-11,prod,prod,2023-04-11T19:38:57,2023-04-12T16:25:59,True,success,repo-27,100
deploy-550,deployed from the build to others 2022-12-11,build,others,2022-12-11T09:38:03,2022-12-12T00:54:23,False,failed,repo-2,40
deploy-551,deployed from the QA to QA 2023-05-04,QA,QA,2023-05-04T10:30:23,2023-05-06T02:13:46,False,failed,repo-5,50
deploy-552,deployed from the build to prod 2022-07-04,build,prod,2022-07-04T19:56:58,2022-07-05T07:37:12,True,failed,repo-19,4
deploy-553,deployed from the others to others 2022-12-06,others,others,2022-12-06T14:13:53,2022-12-06T23:12:44,False,failed,repo-11,98
deploy-554,deployed from the others to others 2022-09-14,others,others,2022-09-14T19:29:37,2022-09-15T01:56:16,False,success,repo-31,92
deploy-555,deployed from the QA to QA 2022-11-08,QA,QA,2022-11-08T12:13:24,2022-11-10T18:41:10,False,success,repo-13,9
deploy-556,deployed from the build to UAT 2023-07-08,build,UAT,2023-07-08T17:44:58,2023-07-11T05:36:40,False,success,repo-11,35
deploy-557,deployed from the others to QA 2023-04-09,others,QA,2023-04-09T06:26:28,2023-04-10T10:39:19,False,success,repo-16,30
deploy-558,deployed from the QA to UAT 2023-02-19,QA,UAT,2023-02-19T18:21:43,2023-02-20T12:20:59,False,failed,repo-13,85
deploy-559,deployed from the build to UAT 2022-10-20,build,UAT,2022-10-20T09:15:32,2022-10-21T19:39:12,False,success,repo-34,40
deploy-560,deployed from the build to UAT 2023-07-12,build,UAT,2023-07-12T12:31:46,2023-07-15T07:45:49,False,failed,repo-13,54
deploy-561,deployed from the QA to prod 2022-11-21,QA,prod,2022-11-21T10:37:41,2022-11-23T17:37:33,True,success,repo-3,13
deploy-562,deployed from the prod to prod 2022-11-12,prod,prod,2022-11-12T18:34:31,2022-11-13T13:47:46,True,failed,repo-4,53
deploy-563,deployed from the QA to build 2022-08-02,QA,build,2022-08-02T04:52:11,2022-08-03T11:53:18,False,success,repo-17,22
deploy-564,deployed from the UAT to others 2022-07-14,UAT,others,2022-07-14T04:49:59,2022-07-16T15:02:59,False,success,repo-18,78
deploy-565,deployed from the build to UAT 2023-05-12,build,UAT,2023-05-12T22:14:50,2023-05-14T14:11:11,False,failed,repo-19,97
deploy-566,deployed from the others to QA 2023-06-09,others,QA,2023-06-09T13:28:47,2023-06-12T00:18:36,False,success,repo-6,65
deploy-567,deployed from the prod to prod 2022-08-29,prod,prod,2022-08-29T18:39:51,2022-08-31T23:19:36,True,failed,repo-30,66
deploy-568,deployed from the prod to prod 2022-08-24,prod,prod,2022-08-24T19:55:08,2022-08-26T04:03:10,True,success,repo-17,46
deploy-569,deployed from the QA to UAT 2022-11-23,QA,UAT,2022-11-23T03:02:04,2022-11-24T18:13:50,False,failed,repo-28,51
deploy-570,deployed from the UAT to prod 2023-07-11,UAT,prod,2023-07-11T07:43:13,2023-07-14T00:58:00,True,failed,repo-17,83
deploy-571,deployed from the UAT to build 2023-03-22,UAT,build,2023-03-22T17:44:14,2023-03-22T20:14:26,False,failed,repo-10,48
deploy-572,deployed from the UAT to prod 2023-06-14,UAT,prod,2023-06-14T19:42:19,2023-06-15T22:11:54,True,failed,repo-26,66
deploy-573,deployed from the UAT to others 2023-03-21,UAT,others,2023-03-21T22:34:07,2023-03-22T20:23:45,False,failed,repo-32,24
deploy-574,deployed from the others to build 2022-09-30,others,build,2022-09-30T18:10:18,2022-10-02T04:28:23,False,failed,repo-11,69
deploy-575,deployed from the build to UAT 2023-03-16,build,UAT,2023-03-16T03:37:38,2023-03-16T16:40:58,False,failed,repo-20,90
deploy-576,deployed from the build to QA 2023-02-13,build,QA,2023-02-13T22:45:10,2023-02-14T09:03:31,False,failed,repo-34,85
deploy-577,deployed from the UAT to UAT 2023-06-14,UAT,UAT,2023-06-14T12:07:16,2023-06-17T08:00:43,False,success,repo-25,9
deploy-578,deployed from the UAT to others 2023-07-06,UAT,others,2023-07-06T21:57:06,2023-07-07T07:20:41,False,success,repo-13,66
deploy-579,deployed from the others to prod 2022-07-30,others,prod,2022-07-30T20:31:20,2022-08-02T11:27:47,True,failed,repo-10,13
deploy-580,deployed from the prod to prod 2023-05-28,prod,prod,2023-05-28T21:34:25,2023-05-29T01:11:17,True,success,repo-20,89
deploy-581,deployed from the UAT to UAT 2023-03-28,UAT,UAT,2023-03-28T21:37:56,2023-03-31T13:18:28,False,success,repo-29,24
deploy-582,deployed from the build to prod 2022-10-15,build,prod,2022-10-15T09:58:25,2022-10-15T18:40:35,True,success,repo-15,81
deploy-583,deployed from the others to QA 2023-04-03,others,QA,2023-04-03T16:01:04,2023-04-05T12:50:18,False,success,repo-5,32
deploy-584,deployed from the build to prod 2022-10-17,build,prod,2022-10-17T18:34:44,2022-10-20T00:04:20,True,failed,repo-11,76
deploy-585,deployed from the prod to prod 2022-07-08,prod,prod,2022-07-08T18:28:02,2022-07-09T02:04:20,True,failed,repo-12,1
deploy-586,deployed from the build to others 2023-04-22,build,others,2023-04-22T00:36:12,2023-04-24T22:30:36,False,success,repo-33,30
deploy-587,deployed from the prod to prod 2022-10-05,prod,prod,2022-10-05T19:52:12,2022-10-06T03:10:20,True,success,repo-17,75
deploy-588,deployed from the QA to others 2023-07-06,QA,others,2023-07-06T02:07:45,2023-07-08T21:54:21,False,success,repo-6,20
deploy-589,deployed from the QA to build 2023-04-13,QA,build,2023-04-13T07:39:44,2023-04-13T20:39:15,False,failed,repo-34,61
deploy-590,deployed from the build to others 2023-04-04,build,others,2023-04-04T06:58:51,2023-04-05T16:14:08,False,failed,repo-27,61
deploy-591,deployed from the prod to prod 2023-01-07,prod,prod,2023-01-07T05:13:30,2023-01-08T02:15:50,True,failed,repo-6,35
deploy-592,deployed from the prod to prod 2022-08-27,prod,prod,2022-08-27T16:04:13,2022-08-30T09:56:42,True,success,repo-24,15
deploy-593,deployed from the UAT to build 2023-02-21,UAT,build,2023-02-21T15:01:04,2023-02-23T18:11:43,False,success,repo-32,79
deploy-594,deployed from the UAT to UAT 2023-02-04,UAT,UAT,2023-02-04T12:15:52,2023-02-06T10:27:19,False,failed,repo-20,44
deploy-595,deployed from the prod to prod 2022-11-25,prod,prod,2022-11-25T03:54:37,2022-11-26T16:15:49,True,success,repo-19,9
deploy-596,deployed from the prod to prod 2022-09-17,prod,prod,2022-09-17T09:48:34,2022-09-18T10:57:22,True,success,repo-25,96
deploy-597,deployed from the QA to prod 2022-07-30,QA,prod,2022-07-30T23:18:06,2022-07-31T14:27:47,True,failed,repo-5,39
deploy-598,deployed from the others to prod 2023-05-12,others,prod,2023-05-12T00:46:21,2023-05-12T20:44:01,True,success,repo-28,92
deploy-599,deployed from the build to prod 2023-05-29,build,prod,2023-05-29T02:35:30,2023-05-29T10:08:37,True,success,repo-5,36
deploy-600,deployed from the QA to others 2023-03-13,QA,others,2023-03-13T05:29:09,2023-03-15T07:24:49,False,failed,repo-22,58
deploy-601,deployed from the prod to prod 2022-09-19,prod,prod,2022-09-19T15:40:19,2022-09-20T18:57:06,True,success,repo-8,74
deploy-602,deployed from the QA to UAT 2023-07-09,QA,UAT,2023-07-09T11:17:12,2023-07-11T02:24:46,False,failed,repo-14,82
deploy-603,deployed from the prod to prod 2023-06-05,prod,prod,2023-06-05T11:37:59,2023-06-06T17:05:34,True,failed,repo-21,84
deploy-604,deployed from the QA to others 2022-08-22,QA,others,2022-08-22T13:20:41,2022-08-23T07:13:46,False,failed,repo-26,72
deploy-605,deployed from the QA to prod 2022-10-29,QA,prod,2022-10-29T20:47:57,2022-10-31T15:46:04,True,failed,repo-29,7
deploy-606,deployed from the prod to prod 2023-02-28,prod,prod,2023-02-28T10:48:51,2023-03-03T02:22:09,True,success,repo-27,33
deploy-607,deployed from the UAT to QA 2022-07-15,UAT,QA,2022-07-15T07:16:34,2022-07-17T12:54:38,False,failed,repo-26,67
deploy-608,deployed from the UAT to UAT 2023-02-12,UAT,UAT,2023-02-12T10:38:00,2023-02-12T19:26:51,False,success,repo-26,51
deploy-609,deployed from the build to QA 2022-10-23,build,QA,2022-10-23T02:43:38,2022-10-23T16:08:46,False,failed,repo-31,25
deploy-610,deployed from the UAT to build 2023-01-03,UAT,build,2023-01-03T02:34:04,2023-01-03T18:14:52,False,failed,repo-9,40
deploy-611,deployed from the prod to prod 2023-06-03,prod,prod,2023-06-03T23:00:18,2023-06-03T23:08:07,True,failed,repo-10,9
deploy-612,deployed from the QA to prod 2023-02-26,QA,prod,2023-02-26T07:15:14,2023-02-26T16:50:00,True,failed,repo-30,34
deploy-613,deployed from the QA to others 2022-11-05,QA,others,2022-11-05T09:01:13,2022-11-06T05:49:42,False,failed,repo-2,95
deploy-614,deployed from the build to prod 2023-02-19,build,prod,2023-02-19T02:50:33,2023-02-22T01:40:01,True,failed,repo-34,68
deploy-615,deployed from the build to QA 2023-03-19,build,QA,2023-03-19T00:58:22,2023-03-21T08:46:42,False,success,repo-23,20
deploy-616,deployed from the UAT to prod 2022-07-23,UAT,prod,2022-07-23T09:36:07,2022-07-26T02:31:03,True,failed,repo-17,53
deploy-617,deployed from the others to UAT 2023-01-15,others,UAT,2023-01-15T06:20:08,2023-01-17T12:09:24,False,success,repo-22,85
deploy-618,deployed from the prod to prod 2022-08-15,prod,prod,2022-08-15T14:42:10,2022-08-16T13:36:52,True,failed,repo-22,46
deploy-619,deployed from the prod to prod 2022-10-07,prod,prod,2022-10-07T04:16:25,2022-10-08T00:17:32,True,success,repo-12,82
deploy-620,deployed from the build to QA 2023-07-06,build,QA,2023-07-06T23:56:04,2023-07-07T10:43:47,False,success,repo-4,29
deploy-621,deployed from the prod to prod 2022-07-10,prod,prod,2022-07-10T15:20:15,2022-07-12T21:26:48,True,failed,repo-18,64
deploy-622,deployed from the QA to build 2023-06-04,QA,build,2023-06-04T05:12:48,2023-06-05T14:49:39,False,success,repo-30,52
deploy-623,deployed from the prod to prod 2022-08-18,prod,prod,2022-08-18T09:09:30,2022-08-18T22:25:26,True,failed,repo-26,42
deploy-624,deployed from the build to prod 2023-01-21,build,prod,2023-01-21T01:33:14,2023-01-23T09:57:36,True,failed,repo-2,6
deploy-625,deployed from the prod to prod 2023-02-03,prod,prod,2023-02-03T19:44:13,2023-02-06T01:32:41,True,success,repo-24,15
deploy-626,deployed from the UAT to prod 2022-08-19,UAT,prod,2022-08-19T00:33:16,2022-08-20T15:35:51,True,failed,repo-29,11
deploy-627,deployed from the prod to prod 2022-08-01,prod,prod,2022-08-01T13:37:08,2022-08-02T10:35:05,True,failed,repo-24,9
deploy-628,deployed from the QA to build 2022-07-02,QA,build,2022-07-02T18:24:08,2022-07-05T01:35:08,False,failed,repo-1,58
deploy-629,deployed from the UAT to others 2022-09-22,UAT,others,2022-09-22T21:44:08,2022-09-24T04:22:45,False,failed,repo-19,24
deploy-630,deployed from the prod to prod 2023-04-19,prod,prod,2023-04-19T04:47:39,2023-04-21T18:17:15,True,success,repo-12,40
deploy-631,deployed from the others to prod 2023-05-14,others,prod,2023-05-14T23:19:15,2023-05-17T14:00:47,True,failed,repo-34,41
deploy-632,deployed from the UAT to build 2022-10-31,UAT,build,2022-10-31T17:57:01,2022-11-03T13:19:59,False,failed,repo-18,93
deploy-633,deployed from the UAT to build 2023-01-26,UAT,build,2023-01-26T05:15:22,2023-01-27T15:52:17,False,failed,repo-24,34
deploy-634,deployed from the QA to UAT 2023-04-29,QA,UAT,2023-04-29T10:30:27,2023-04-29T16:07:28,False,success,repo-31,40
deploy-635,deployed from the prod to prod 2023-04-15,prod,prod,2023-04-15T10:56:42,2023-04-16T15:33:43,True,success,repo-7,76
deploy-636,deployed from the QA to build 2023-01-23,QA,build,2023-01-23T18:56:12,2023-01-25T13:17:42,False,failed,repo-29,30
deploy-637,deployed from the prod to prod 2022-11-05,prod,prod,2022-11-05T15:05:47,2022-11-05T19:40:40,True,success,repo-31,89
deploy-638,deployed from the build to UAT 2022-10-07,build,UAT,2022-10-07T08:56:01,2022-10-07T18:02:28,False,failed,repo-17,31
deploy-639,deployed from the QA to others 2023-01-12,QA,others,2023-01-12T22:03:38,2023-01-15T02:19:37,False,failed,repo-33,31
deploy-640,deployed from the build to QA 2023-01-28,build,QA,2023-01-28T20:25:47,2023-01-30T11:05:45,False,failed,repo-25,16
deploy-641,deployed from the prod to prod 2023-01-30,prod,prod,2023-01-30T15:18:00,2023-01-31T12:31:01,True,failed,repo-26,91
deploy-642,deployed from the QA to others 2023-03-01,QA,others,2023-03-01T21:32:55,2023-03-02T22:14:45,False,success,repo-2,48
deploy-643,deployed from the prod to prod 2023-02-11,prod,prod,2023-02-11T11:26:42,2023-02-12T16:32:34,True,failed,repo-25,84
deploy-644,deployed from the build to UAT 2023-01-23,build,UAT,2023-01-23T00:36:33,2023-01-25T21:27:10,False,success,repo-1,38
deploy-645,deployed from the others to prod 2023-01-06,others,prod,2023-01-06T03:20:42,2023-01-07T01:39:48,True,failed,repo-28,21
deploy-646,deployed from the prod to prod 2022-09-04,prod,prod,2022-09-04T16:46:31,2022-09-07T14:54:24,True,failed,repo-5,17
deploy-647,deployed from the others to QA 2023-07-06,others,QA,2023-07-06T05:47:20,2023-07-07T06:59:11,False,success,repo-29,90
deploy-648,deployed from the build to UAT 2022-09-10,build,UAT,2022-09-10T22:34:56,2022-09-12T22:10:01,False,failed,repo-26,14
deploy-649,deployed from the QA to others 2023-06-21,QA,others,2023-06-21T22:31:05,2023-06-22T17:13:45,False,success,repo-9,13
deploy-650,deployed from the build to UAT 2023-07-18,build,UAT,2023-07-18T17:56:06,2023-07-19T08:56:35,False,failed,repo-25,26
deploy-651,deployed from the build to UAT 2023-01-21,build,UAT,2023-01-21T03:04:38,2023-01-23T18:41:13,False,success,repo-10,86
deploy-652,deployed from the others to QA 2023-05-18,others,QA,2023-05-18T17:02:18,2023-05-20T14:37:21,False,failed,repo-12,66
deploy-653,deployed from the UAT to build 2023-07-19,UAT,build,2023-07-19T03:54:31,2023-07-19T09:40:33,False,failed,repo-1,33
deploy-654,deployed from the UAT to prod 2023-06-23,UAT,prod,2023-06-23T16:39:34,2023-06-25T18:49:14,True,success,repo-31,82
deploy-655,deployed from the UAT to prod 2022-08-21,UAT,prod,2022-08-21T02:25:42,2022-08-22T00:02:37,True,failed,repo-13,6
deploy-656,deployed from the build to UAT 2022-08-06,build,UAT,2022-08-06T01:53:02,2022-08-09T01:08:25,False,success,repo-15,31
deploy-657,deployed from the UAT to others 2022-10-18,UAT,others,2022-10-18T02:48:23,2022-10-20T05:56:15,False,success,repo-13,5
deploy-658,deployed from the QA to prod 2023-05-07,QA,prod,2023-05-07T22:49:42,2023-05-09T14:47:37,True,failed,repo-14,68
deploy-659,deployed from the others to QA 2022-07-12,others,QA,2022-07-12T08:09:12,2022-07-12T19:40:01,False,failed,repo-15,56
deploy-660,deployed from the build to others 2022-11-26,build,others,2022-11-26T17:45:32,2022-11-28T13:38:43,False,success,repo-21,48
deploy-661,deployed from the build to build 2022-11-26,build,build,2022-11-26T13:16:26,2022-11-28T09:23:33,False,success,repo-5,90
deploy-662,deployed from the others to build 2023-07-18,others,build,2023-07-18T09:58:26,2023-07-19T08:01:23,False,failed,repo-4,78
deploy-663,deployed from the build to build 2023-05-03,build,build,2023-05-03T00:19:51,2023-05-05T18:10:34,False,success,repo-4,64
deploy-664,deployed from the build to build 2022-10-17,build,build,2022-10-17T19:27:44,2022-10-20T03:24:05,False,success,repo-31,69
deploy-665,deployed from the build to build 2023-01-08,build,build,2023-01-08T17:32:12,2023-01-10T09:23:54,False,failed,repo-30,57
deploy-666,deployed from the build to build 2023-04-20,build,build,2023-04-20T05:34:48,2023-04-20T21:53:41,False,success,repo-18,15
deploy-667,deployed from the build to UAT 2022-12-26,build,UAT,2022-12-26T07:21:07,2022-12-29T01:12:25,False,failed,repo-2,69
deploy-668,deployed from the build to prod 2022-09-04,build,prod,2022-09-04T23:11:53,2022-09-07T09:27:23,True,failed,repo-33,9
deploy-669,deployed from the build to UAT 2022-12-31,build,UAT,2022-12-31T18:07:45,2023-01-03T17:54:23,False,success,repo-27,100
deploy-670,deployed from the build to prod 2022-12-12,build,prod,2022-12-12T19:07:43,2022-12-13T08:58:32,True,success,repo-24,67
deploy-671,deployed from the prod to prod 2022-09-19,prod,prod,2022-09-19T22:45:21,2022-09-22T08:22:38,True,success,repo-34,46
deploy-672,deployed from the build to QA 2023-01-23,build,QA,2023-01-23T19:17:00,2023-01-24T08:53:09,False,failed,repo-16,39
deploy-673,deployed from the others to build 2022-08-11,others,build,2022-08-11T20:31:15,2022-08-14T13:46:06,False,failed,repo-24,79
